h1,h2,r1,r2,t
0.2801016903211922,0.3992091436902826,0.24705654389536413,0.7446808510638298,0.7962962962962962
0.38722234943897177,0.8811431619296453,0.008300435438572507,0.7872340425531915,0.6851851851851852
0.4860830065939784,0.6881639469745683,0.340138641309215,0.776595744680851,0.9259259259259259
0.6012159844473585,0.8157948401215622,0.48431797128317455,0.702127659574468,0.7962962962962962
0.6884612329016773,0.6925741734418188,0.29110257063027223,0.5851063829787234,0.7407407407407406
0.7805573339938197,0.7476766567503448,0.25394073191400424,0.7127659574468085,0.888888888888889
0.8446956066603409,0.6658257334631718,0.18742599245692548,0.5638297872340424,0.7407407407407406
0.9316744788137367,0.9278124639568567,0.08703403486566741,0.6702127659574467,0.7407407407407406
1.0,0.7824017780460222,0.0023263639918751355,0.8297872340425531,0.7962962962962962
0.9902959580901288,0.624901604765767,0.06506936012187925,0.08510638297872342,0.2222222222222222
0.8395456648425316,0.6043673032321356,0.17587329130566842,0.07446808510638292,0.2592592592592592
0.74942635629933,0.7850359262181189,0.022836788384778206,0.22340425531914887,0.31481481481481477
0.5677226695578586,0.697007923321773,0.05252733077748384,0.04255319148936165,0.0
0.32704467177298935,0.4104796075781918,0.06311688719078234,0.0,0.11111111111111105
0.187680797072664,0.12069237536979949,0.18352009132063574,0.2978723404255319,0.35185185185185186
0.15201441235986002,0.0,0.9423896236327886,0.15957446808510634,0.33333333333333337
0.03734408808176293,0.14156086413303823,0.45219790906172685,0.26595744680851063,0.37037037037037035
0.10366010384002458,0.23573515403141623,0.37081568926764563,0.9148936170212766,0.7592592592592592
0.19946444343709457,0.21709969232259377,0.5139533174173804,0.4999999999999999,0.8148148148148148
0.2244337166971196,0.24213948190218307,0.48476975847014836,0.4042553191489361,0.611111111111111
0.2523915451227421,0.24768510451131967,0.8865114034434819,0.5212765957446809,0.7962962962962962
0.3331946930363608,0.7298517394552788,0.12816873101277992,0.702127659574468,0.9259259259259259
0.36982143441301185,0.613139860529221,0.028604770814516955,0.22340425531914887,0.42592592592592593
0.3114873611455098,0.2819315102287173,0.47613153941465336,0.34042553191489355,0.5555555555555555
0.26368449830126556,0.18011886131943197,0.48753088742479866,0.36170212765957444,0.4814814814814815
0.2631026763808328,0.13603677658345942,0.8680436922189748,0.6808510638297872,0.5925925925925927
0.2906492571839803,0.2712242830824696,0.2450370771010918,0.5212765957446809,0.5740740740740741
0.34832206296761686,0.7411273901431504,0.04915294121596969,0.5638297872340424,0.611111111111111
0.32756574120373866,0.4560361478675409,0.24986022654119455,0.17021276595744672,0.37037037037037035
0.3087745288177081,0.45267789462170127,0.19553334688956203,0.7659574468085105,0.6666666666666666
0.41719669319525127,0.6706671109852088,0.08573094713773344,0.5851063829787234,0.7222222222222222
0.5122696662818973,0.8103431742518333,0.3176859455940809,0.8617021276595743,0.9999999999999999
0.6161470771042528,0.673050660053531,0.011733873594529043,0.5744680851063829,0.5740740740740741
0.584163227919971,0.8940345373715533,0.06189956587850731,0.4787234042553191,0.4444444444444444
0.48614142244944414,0.7804413192140371,0.01732626871154197,0.0,0.11111111111111105
0.32180593785487444,0.43406502798898927,0.03741102294562171,0.43617021276595735,0.38888888888888884
0.3659075720968467,0.7445113344221562,0.0,0.6170212765957447,0.8148148148148148
0.4194211689713643,0.7692918381711804,0.11672094060602722,0.4042553191489361,0.5740740740740741
0.3231635223358847,0.2262857587878168,0.2701488603566625,0.05319148936170204,0.20370370370370372
0.21954547791179574,0.19317481625365787,0.5089541732511175,0.648936170212766,0.5740740740740741
0.23836706654266826,0.21062616531055464,0.4526522089960404,0.43617021276595735,0.5370370370370371
0.1867531532878773,0.10838072639205071,0.5801740410612791,0.18085106382978722,0.20370370370370372
0.14487132155358123,0.2119641322368305,0.7059869221649923,0.5744680851063829,0.5740740740740741
0.20138282013057046,0.36626264004768283,0.6178828840625684,0.7340425531914893,0.9074074074074073
0.3046036367374962,0.5111975041363781,0.4180180644756605,0.7872340425531915,0.7962962962962962
0.37301094012140923,0.7728674584695033,0.3845437569873186,0.6170212765957447,0.7407407407407406
0.4863657393344296,0.8479382365451852,0.20850124950837634,0.851063829787234,0.7407407407407406
0.5613693611174679,0.7156054863730372,0.08683625732607847,0.648936170212766,0.8703703703703703
0.6359103293252232,0.7662845209034659,0.345196982502029,0.776595744680851,0.7592592592592592
0.7065678114616558,0.9713933613934164,0.09813358223450519,0.5425531914893617,0.4814814814814815
0.6527457788702802,0.9447513856946924,0.29975677443950743,0.32978723404255317,0.35185185185185186
0.5103442796857661,0.7723231210790669,0.03844690908898862,0.05319148936170204,0.16666666666666663
0.41907534710701055,0.6336002724500477,0.34358475945873923,0.44680851063829785,0.5925925925925927
0.3540444801689834,0.6010462824242133,0.3302422725337414,0.3936170212765957,0.37037037037037035
0.32278031432403326,0.4496845598169976,0.21278645454387612,0.3085106382978723,0.4999999999999999
0.3656295126248325,0.5481496523112894,0.11892927659194064,0.5638297872340424,0.7037037037037036
0.33409663384474275,0.5241311310088134,0.3358454728523702,0.36170212765957444,0.42592592592592593
0.2544197436244924,0.17400437605956162,0.5912212187224587,0.23404255319148937,0.4814814814814815
0.1628844347448157,0.09414839102055603,0.9999999999999999,0.07446808510638292,0.2962962962962963
0.04893379380604984,0.13566580982993362,0.7596519917777474,0.13829787234042545,0.38888888888888884
0.0,0.2603829667421844,0.19786827467263268,0.6063829787234042,0.6666666666666666
0.06021740044769941,0.16377318039832636,0.5433788096589097,0.5106382978723404,0.6666666666666666
0.13305963557852724,0.2999209801661996,0.8172356559095485,0.5957446808510637,0.8148148148148148
0.20598365290700582,0.3134867987477067,0.4291396774398756,0.5851063829787234,0.7962962962962962
0.29121939593332025,0.4230377545397219,0.5214635631330894,0.8085106382978723,0.888888888888889
0.39951771869727715,0.7265067359126951,0.25147543324839117,0.7446808510638298,0.7592592592592592
0.5053579022632604,0.6549905989987782,0.3082217667938375,0.7872340425531915,0.8703703703703703
0.6281386839141396,0.8058646807456079,0.22854587201400312,0.9255319148936169,0.888888888888889
0.7433090479150182,0.624034402055508,0.38936244615050997,0.5212765957446809,0.8148148148148148
0.8130318763640081,0.6565411942653051,0.2670557273166779,0.4999999999999999,0.6851851851851852
0.7936214559100466,0.5720251035137938,0.09747874257090028,0.31914893617021267,0.4629629629629629
0.6742965562684855,0.6272569907489202,0.31232584616819425,0.1914893617021276,0.2777777777777778
0.5490155760036982,0.6635851614270123,0.1708651989047194,0.24468085106382975,0.33333333333333337
0.43386156844234974,0.4416068496391873,0.3471491866774833,0.21276595744680848,0.31481481481481477
0.358418659426214,0.4872201103427799,0.333003513163176,0.36170212765957444,0.42592592592592593
0.29192272283312065,0.10541937202986074,0.40480277178000257,0.26595744680851063,0.2407407407407407
0.2366636601973043,0.14472059759476072,0.7989732362271132,0.42553191489361697,0.4629629629629629
0.2635256071744002,0.16992033586774788,0.28868003056834335,0.5425531914893617,0.7592592592592592
