h1,h2,r1,r2
0.5390858884433698,0.732192936009104,0.16349047923310245,0.2211538461538462
0.3998103256346759,0.451060825226165,0.41276750386984995,0.25000000000000006
0.3726371761755992,0.7184167170156543,0.4106595791664964,0.37500000000000006
0.30586477460632827,0.6318778276732575,0.3123666092452453,0.2692307692307692
0.23338322867919428,0.641667825169483,0.27417686385321605,0.2692307692307692
0.19880953667577933,0.2190561934500184,0.46270931815692995,0.38461538461538464
0.1608233272450189,0.04908715762250063,0.43250520482780863,0.3557692307692308
0.19989300420417644,0.47596149379205976,0.48556922408784464,0.5384615384615385
0.3278853739989379,0.7277409191852192,0.41846734194998536,0.7403846153846154
0.438085639867278,0.8995959435510453,0.22022168316262758,0.6923076923076925
0.5215639759205384,0.9191143356419927,0.2631253784607144,0.7307692307692308
0.6156500264787554,0.5721815766937166,0.4593828897557699,0.5961538461538463
0.6047856301403879,0.4873566893796407,0.19098095172314866,0.21153846153846162
0.4189614923211564,0.47437812206896157,0.7732313709346677,0.009615384615384637
0.20823921666108083,0.33495129705474824,0.57636881691152,0.0
0.07551039156138162,0.05259402701591462,0.4876783550189554,0.2980769230769231
0.0,0.04767240312258578,0.4802695122059173,0.3557692307692308
0.03323624455564286,0.06770172811724876,0.4942461128558395,0.4615384615384616
0.10280242523803769,0.09473673588775164,1.0,0.5
0.16620824191857358,0.17999595041781333,0.8262799653436412,0.528846153846154
0.25327742172554807,0.8438979073396965,0.3116764436310471,0.6153846153846154
0.36410182973618205,0.7505180949770234,0.5121411512358554,1.0000000000000002
0.4847801182357543,0.8723316937579099,0.3340673151989102,0.7500000000000002
0.6247960054902875,0.7747761413178307,0.20399796514313628,0.7211538461538463
0.6422449663341483,0.5389200396730747,0.34710857779193716,0.31730769230769235
0.5736487727906405,0.5423793014538937,0.8560347235242354,0.2884615384615385
0.43052568439482175,0.4684402698299486,0.5147349340916274,0.0961538461538462
0.33386470976039134,0.4848780028653046,0.3715718528025964,0.18269230769230776
0.16814821619635195,0.30282281997239513,0.2696276924553922,0.18269230769230776
0.08809050331254574,0.0,0.5753463004458201,0.2884615384615385
0.06991202567899057,0.2648865036061747,0.9494680988653792,0.6346153846153848
0.13993753174748863,0.11155931053378856,0.4867612108036159,0.4903846153846155
0.25809763636559907,0.6735605811824174,0.5505366902836095,0.8557692307692308
0.3899159164351991,0.690693439888952,0.3475480019651156,0.6923076923076925
0.47927361743058433,0.6923308705440101,0.14060920873156246,0.5673076923076925
0.3595707198979726,0.4655968464278555,0.741751564520885,0.30769230769230776
0.2607563197769276,0.36096219624590464,0.5648588945931929,0.20192307692307693
0.19338949711975786,0.12164779579123428,0.4349771667057072,0.5
0.27903476822981155,0.7190061659754765,0.6354337909171173,0.8846153846153848
0.4131956077685396,0.8173676531093473,0.4659481827208649,0.8173076923076925
0.5291563543614257,0.6875344075129063,0.18222184332045233,0.5673076923076925
0.5063305845861168,0.62810434307369,0.7146145619851416,0.3269230769230769
0.3920017940709165,0.5246860386992165,0.7233071956682955,0.2211538461538462
0.30531628605704014,0.5900562627054414,0.3836422339985779,0.30769230769230776
0.20754482475385372,0.3391439183508054,0.6160799218057071,0.2980769230769231
0.10234580176597004,0.1405172695133605,0.5209057564131279,0.21153846153846162
0.15546813362585918,0.18356569172095935,0.7128232305791435,0.6153846153846154
0.2731472975455789,0.6064534735876829,0.48207021526017013,0.8846153846153848
0.41813470662617025,0.566529702383571,0.7852902798412227,0.8750000000000002
0.5530358706107366,0.6144360510255013,0.3505970646232677,0.7403846153846154
0.6340446572351833,0.7551000367606594,0.002802462213147061,0.43269230769230776
0.6540388211008654,0.7449141118793617,0.413265482994571,0.5961538461538463
0.6685129745911975,0.7031797027932152,0.20989660708530744,0.43269230769230776
0.5802549526084246,0.6223914760269145,0.4196514143730894,0.19230769230769235
0.4447026273412049,0.6284523582252912,0.47424447209108855,0.19230769230769235
0.4147492083391838,0.4405920283709226,0.8086382219741355,0.38461538461538464
0.4007451878910984,0.5162447485987304,0.4227494281530668,0.4807692307692308
0.3193959600981307,0.40237857705025637,0.5113391112084136,0.23076923076923078
0.2256395430522962,0.4427529889268331,0.29661347198222665,0.23076923076923078
0.1835734434273222,0.13482971639887523,0.688241413517308,0.5
0.21118700487425104,0.33540350766837757,0.5166265680615649,0.5192307692307694
0.2525749240762134,0.7568992579709017,0.277583011074934,0.5865384615384617
0.2924713867303574,0.5598491027050755,0.34172740904532417,0.4807692307692308
0.19137116733493834,0.3370397535819768,0.47558101784916573,0.25000000000000006
0.163325299642265,0.09784872535776654,0.6470721594139159,0.5096153846153846
0.1981664811352344,0.3529025202520666,0.3232380326067976,0.6346153846153848
0.2635690122883027,0.7909300625174244,0.0,0.44230769230769235
0.188482821230558,0.057316553541006204,0.23177070560490964,0.19230769230769235
